,event_id,name,type,location,start_time,end_time,date,start_datetime,end_datetime
417,417,Cultural Festival #417,Exhibition,"Durham, United Kingdom",19:45,20:00,28/11/2024,28/11/2024 19:45,28/11/2024 20:00
418,418,Startup Workshop #418,Party,"Durham, United Kingdom",18:15,18:15,30/07/2024,30/07/2024 18:15,30/07/2024 18:15
419,419,Startup Workshop #419,Movie Screening,"Durham, United Kingdom",19:30,19:45,28/06/2024,28/06/2024 19:30,28/06/2024 19:45
420,420,Music Festival #420,Networking Event,"Durham, United Kingdom",13:15,13:45,01/08/2024,01/08/2024 13:15,01/08/2024 13:45
421,421,Networking Evening #421,Charity Event,"Durham, United Kingdom",22:15,22:30,28/08/2024,28/08/2024 22:15,28/08/2024 22:30
422,422,Art Exhibition #422,Lecture,"Durham, United Kingdom",15:30,19:30,13/09/2024,13/09/2024 15:30,13/09/2024 19:30
423,423,Science Seminar #423,Concert,"Durham, United Kingdom",22:00,22:00,02/11/2024,02/11/2024 22:00,02/11/2024 22:00
424,424,Historical Lecture #424,Festival,"Durham, United Kingdom",23:45,23:59,31/07/2024,31/07/2024 23:45,31/07/2024 23:59
425,425,Film Night #425,Concert,"Durham, United Kingdom",17:15,17:15,23/07/2024,23/07/2024 17:15,23/07/2024 17:15
426,426,Startup Workshop #426,Ball,"Durham, United Kingdom",17:45,18:00,20/09/2024,20/09/2024 17:45,20/09/2024 18:00
427,427,Winter Gala #427,Charity Event,"Durham, United Kingdom",11:15,12:45,01/11/2024,01/11/2024 11:15,01/11/2024 12:45
428,428,Cultural Festival #428,Play,"Durham, United Kingdom",18:00,22:00,17/10/2024,17/10/2024 18:00,17/10/2024 22:00
429,429,Cultural Festival #429,Movie Screening,"Durham, United Kingdom",16:30,19:15,09/07/2024,09/07/2024 16:30,09/07/2024 19:15
430,430,Historical Lecture #430,Lecture,"Durham, United Kingdom",17:15,18:45,31/07/2024,31/07/2024 17:15,31/07/2024 18:45
431,431,Cultural Festival #431,Networking Event,"Durham, United Kingdom",22:30,23:15,02/12/2024,02/12/2024 22:30,02/12/2024 23:15
432,432,Film Night #432,Exhibition,"Durham, United Kingdom",22:30,00:00,23/06/2024,23/06/2024 22:30,24/06/2024 00:00
433,433,Tech Conference #433,Ball,"Durham, United Kingdom",18:45,20:00,29/10/2024,29/10/2024 18:45,29/10/2024 20:00
434,434,Food Fair #434,Party,"Durham, United Kingdom",14:00,15:45,09/06/2024,09/06/2024 14:00,09/06/2024 15:45
435,435,Tech Conference #435,Exhibition,"Durham, United Kingdom",21:15,23:59,23/07/2024,23/07/2024 21:15,23/07/2024 23:59
436,436,Art Exhibition #436,Sports Event,"Durham, United Kingdom",13:15,14:00,05/07/2024,05/07/2024 13:15,05/07/2024 14:00
437,437,Networking Evening #437,Fair,"Durham, United Kingdom",22:15,23:00,05/10/2024,05/10/2024 22:15,05/10/2024 23:00
438,438,Art Exhibition #438,Conference,"Durham, United Kingdom",18:15,19:45,17/07/2024,17/07/2024 18:15,17/07/2024 19:45
439,439,Charity Run #439,Lecture,"Durham, United Kingdom",15:45,17:45,30/10/2024,30/10/2024 15:45,30/10/2024 17:45
440,440,Charity Run #440,Lecture,"Durham, United Kingdom",20:15,20:15,13/06/2024,13/06/2024 20:15,13/06/2024 20:15
441,441,Music Festival #441,Sports Event,"Durham, United Kingdom",23:15,23:59,11/07/2024,11/07/2024 23:15,11/07/2024 23:59
442,442,Charity Run #442,Play,"Durham, United Kingdom",20:15,20:45,13/09/2024,13/09/2024 20:15,13/09/2024 20:45
443,443,New Year Party #443,Lecture,"Durham, United Kingdom",18:15,20:45,28/11/2024,28/11/2024 18:15,28/11/2024 20:45
444,444,Cultural Festival #444,Party,"Durham, United Kingdom",23:00,23:30,28/11/2024,28/11/2024 23:00,28/11/2024 23:30
445,445,Cultural Festival #445,Workshop,"Durham, United Kingdom",13:45,14:15,01/09/2024,01/09/2024 13:45,01/09/2024 14:15
446,446,Startup Workshop #446,Seminar,"Durham, United Kingdom",16:30,16:45,14/07/2024,14/07/2024 16:30,14/07/2024 16:45
447,447,Historical Lecture #447,Seminar,"Durham, United Kingdom",15:15,15:30,02/09/2024,02/09/2024 15:15,02/09/2024 15:30
448,448,Sports Day #448,Workshop,"Durham, United Kingdom",12:45,13:00,12/09/2024,12/09/2024 12:45,12/09/2024 13:00
449,449,Historical Lecture #449,Concert,"Durham, United Kingdom",17:00,17:30,28/10/2024,28/10/2024 17:00,28/10/2024 17:30
450,450,Film Night #450,Ball,"Durham, United Kingdom",21:00,21:15,23/10/2024,23/10/2024 21:00,23/10/2024 21:15
451,451,Charity Run #451,Charity Event,"Durham, United Kingdom",13:15,13:30,16/06/2024,16/06/2024 13:15,16/06/2024 13:30
452,452,Art Exhibition #452,Concert,"Durham, United Kingdom",18:30,19:15,29/06/2024,29/06/2024 18:30,29/06/2024 19:15
453,453,Science Seminar #453,Sports Event,"Durham, United Kingdom",23:45,23:59,15/11/2024,15/11/2024 23:45,15/11/2024 23:59
454,454,Cultural Festival #454,Sports Event,"Durham, United Kingdom",16:00,16:00,21/08/2024,21/08/2024 16:00,21/08/2024 16:00
455,455,Charity Run #455,Conference,"Durham, United Kingdom",19:15,19:45,30/08/2024,30/08/2024 19:15,30/08/2024 19:45
456,456,Historical Lecture #456,Movie Screening,"Durham, United Kingdom",16:15,16:30,17/11/2024,17/11/2024 16:15,17/11/2024 16:30
457,457,Shakespeare Play #457,Ball,"Durham, United Kingdom",20:00,20:15,08/12/2024,08/12/2024 20:00,08/12/2024 20:15
458,458,Cultural Festival #458,Party,"Durham, United Kingdom",21:45,22:30,17/11/2024,17/11/2024 21:45,17/11/2024 22:30
459,459,Historical Lecture #459,Fair,"Durham, United Kingdom",08:45,09:00,18/08/2024,18/08/2024 08:45,18/08/2024 09:00
460,460,Sports Day #460,Fair,"Durham, United Kingdom",14:15,18:00,25/10/2024,25/10/2024 14:15,25/10/2024 18:00
461,461,Cultural Festival #461,Exhibition,"Durham, United Kingdom",17:15,18:00,26/06/2024,26/06/2024 17:15,26/06/2024 18:00
462,462,New Year Party #462,Networking Event,"Durham, United Kingdom",23:45,23:45,10/08/2024,10/08/2024 23:45,10/08/2024 23:45
463,463,Art Exhibition #463,Concert,"Durham, United Kingdom",13:45,15:45,25/11/2024,25/11/2024 13:45,25/11/2024 15:45
464,464,Food Fair #464,Play,"Durham, United Kingdom",18:15,19:00,03/12/2024,03/12/2024 18:15,03/12/2024 19:00
465,465,Tech Conference #465,Ball,"Durham, United Kingdom",23:15,23:59,19/11/2024,19/11/2024 23:15,19/11/2024 23:59
466,466,Food Fair #466,Ball,"Durham, United Kingdom",13:45,13:45,26/07/2024,26/07/2024 13:45,26/07/2024 13:45
467,467,Cultural Festival #467,Lecture,"Durham, United Kingdom",19:00,19:30,12/12/2024,12/12/2024 19:00,12/12/2024 19:30
468,468,Music Festival #468,Fair,"Durham, United Kingdom",21:00,23:59,28/08/2024,28/08/2024 21:00,28/08/2024 23:59
469,469,Sports Day #469,Ball,"Durham, United Kingdom",20:00,00:00,25/06/2024,25/06/2024 20:00,26/06/2024 00:00
470,470,Charity Run #470,Party,"Durham, United Kingdom",15:15,18:15,24/09/2024,24/09/2024 15:15,24/09/2024 18:15
471,471,Art Exhibition #471,Party,"Durham, United Kingdom",14:15,15:30,11/06/2024,11/06/2024 14:15,11/06/2024 15:30
472,472,New Year Party #472,Party,"Durham, United Kingdom",16:15,17:15,19/11/2024,19/11/2024 16:15,19/11/2024 17:15
473,473,Cultural Festival #473,Party,"Durham, United Kingdom",20:15,20:30,15/11/2024,15/11/2024 20:15,15/11/2024 20:30
474,474,Winter Gala #474,Party,"Durham, United Kingdom",13:15,13:45,14/11/2024,14/11/2024 13:15,14/11/2024 13:45
475,475,Art Exhibition #475,Ball,"Durham, United Kingdom",20:30,21:45,21/11/2024,21/11/2024 20:30,21/11/2024 21:45
476,476,Cultural Festival #476,Sports Event,"Durham, United Kingdom",16:15,16:30,20/07/2024,20/07/2024 16:15,20/07/2024 16:30
477,477,Tech Conference #477,Lecture,"Durham, United Kingdom",13:00,17:00,10/09/2024,10/09/2024 13:00,10/09/2024 17:00
478,478,Food Fair #478,Lecture,"Durham, United Kingdom",22:45,23:59,08/10/2024,08/10/2024 22:45,08/10/2024 23:59
479,479,Charity Run #479,Sports Event,"Durham, United Kingdom",13:45,16:00,08/08/2024,08/08/2024 13:45,08/08/2024 16:00
480,480,Startup Workshop #480,Party,"Durham, United Kingdom",19:15,21:00,28/06/2024,28/06/2024 19:15,28/06/2024 21:00
481,481,Networking Evening #481,Festival,"Durham, United Kingdom",16:00,16:15,18/07/2024,18/07/2024 16:00,18/07/2024 16:15
482,482,Art Exhibition #482,Ball,"Durham, United Kingdom",18:30,19:15,06/11/2024,06/11/2024 18:30,06/11/2024 19:15
483,483,Film Night #483,Seminar,"Durham, United Kingdom",14:15,14:30,05/09/2024,05/09/2024 14:15,05/09/2024 14:30
484,484,Charity Run #484,Party,"Durham, United Kingdom",23:00,23:00,07/11/2024,07/11/2024 23:00,07/11/2024 23:00
485,485,Networking Evening #485,Workshop,"Durham, United Kingdom",18:00,18:00,04/11/2024,04/11/2024 18:00,04/11/2024 18:00
486,486,Startup Workshop #486,Workshop,"Durham, United Kingdom",21:15,23:59,07/09/2024,07/09/2024 21:15,07/09/2024 23:59
487,487,Historical Lecture #487,Movie Screening,"Durham, United Kingdom",23:00,23:30,04/09/2024,04/09/2024 23:00,04/09/2024 23:30
488,488,Art Exhibition #488,Ball,"Durham, United Kingdom",13:45,16:00,25/11/2024,25/11/2024 13:45,25/11/2024 16:00
489,489,Science Seminar #489,Lecture,"Durham, United Kingdom",15:30,15:30,11/10/2024,11/10/2024 15:30,11/10/2024 15:30
490,490,Cultural Festival #490,Party,"Durham, United Kingdom",21:45,22:00,20/11/2024,20/11/2024 21:45,20/11/2024 22:00
491,491,Startup Workshop #491,Conference,"Durham, United Kingdom",09:15,13:15,18/10/2024,18/10/2024 09:15,18/10/2024 13:15
492,492,Tech Conference #492,Movie Screening,"Durham, United Kingdom",14:45,14:45,23/10/2024,23/10/2024 14:45,23/10/2024 14:45
493,493,New Year Party #493,Workshop,"Durham, United Kingdom",15:45,18:00,04/07/2024,04/07/2024 15:45,04/07/2024 18:00
494,494,Winter Gala #494,Fair,"Durham, United Kingdom",14:15,14:30,19/07/2024,19/07/2024 14:15,19/07/2024 14:30
495,495,Networking Evening #495,Movie Screening,"Durham, United Kingdom",15:45,18:45,06/12/2024,06/12/2024 15:45,06/12/2024 18:45
496,496,Sports Day #496,Exhibition,"Durham, United Kingdom",16:15,17:30,18/10/2024,18/10/2024 16:15,18/10/2024 17:30
497,497,Tech Conference #497,Concert,"Durham, United Kingdom",23:00,23:30,14/11/2024,14/11/2024 23:00,14/11/2024 23:30
498,498,Food Fair #498,Seminar,"Durham, United Kingdom",23:30,23:59,15/10/2024,15/10/2024 23:30,15/10/2024 23:59
499,499,Food Fair #499,Fair,"Durham, United Kingdom",15:30,16:30,21/06/2024,21/06/2024 15:30,21/06/2024 16:30
500,500,Tech Conference #500,Play,"Durham, United Kingdom",15:45,15:45,27/11/2024,27/11/2024 15:45,27/11/2024 15:45
501,501,Sports Day #501,Fair,"Durham, United Kingdom",15:30,15:45,12/07/2024,12/07/2024 15:30,12/07/2024 15:45
502,502,Cultural Festival #502,Fair,"Durham, United Kingdom",22:30,23:59,16/06/2024,16/06/2024 22:30,16/06/2024 23:59
503,503,Shakespeare Play #503,Sports Event,"Durham, United Kingdom",21:00,23:59,24/09/2024,24/09/2024 21:00,24/09/2024 23:59
504,504,Food Fair #504,Movie Screening,"Durham, United Kingdom",23:00,23:59,27/06/2024,27/06/2024 23:00,27/06/2024 23:59
505,505,New Year Party #505,Ball,"Durham, United Kingdom",23:30,00:00,10/09/2024,10/09/2024 23:30,11/09/2024 00:00
506,506,Shakespeare Play #506,Festival,"Durham, United Kingdom",18:15,18:30,11/08/2024,11/08/2024 18:15,11/08/2024 18:30
507,507,Startup Workshop #507,Ball,"Durham, United Kingdom",14:45,16:15,20/11/2024,20/11/2024 14:45,20/11/2024 16:15
508,508,Charity Run #508,Ball,"Durham, United Kingdom",23:30,23:59,31/10/2024,31/10/2024 23:30,31/10/2024 23:59
509,509,Music Festival #509,Concert,"Durham, United Kingdom",14:00,15:00,29/10/2024,29/10/2024 14:00,29/10/2024 15:00
510,510,Art Exhibition #510,Ball,"Durham, United Kingdom",14:30,16:30,11/08/2024,11/08/2024 14:30,11/08/2024 16:30
511,511,Tech Conference #511,Exhibition,"Durham, United Kingdom",17:00,17:15,10/10/2024,10/10/2024 17:00,10/10/2024 17:15
512,512,Tech Conference #512,Fair,"Durham, United Kingdom",20:15,20:15,11/07/2024,11/07/2024 20:15,11/07/2024 20:15
513,513,Film Night #513,Exhibition,"Durham, United Kingdom",13:30,15:15,14/08/2024,14/08/2024 13:30,14/08/2024 15:15
514,514,Charity Run #514,Festival,"Durham, United Kingdom",10:00,11:00,30/11/2024,30/11/2024 10:00,30/11/2024 11:00
515,515,Music Festival #515,Fair,"Durham, United Kingdom",16:00,17:15,17/06/2024,17/06/2024 16:00,17/06/2024 17:15
516,516,New Year Party #516,Exhibition,"Durham, United Kingdom",20:45,21:15,06/08/2024,06/08/2024 20:45,06/08/2024 21:15
517,517,Music Festival #517,Play,"Durham, United Kingdom",17:00,21:00,05/10/2024,05/10/2024 17:00,05/10/2024 21:00
518,518,Startup Workshop #518,Networking Event,"Durham, United Kingdom",17:15,18:30,22/10/2024,22/10/2024 17:15,22/10/2024 18:30
519,519,Startup Workshop #519,Lecture,"Durham, United Kingdom",20:00,20:30,13/08/2024,13/08/2024 20:00,13/08/2024 20:30
520,520,Startup Workshop #520,Sports Event,"Durham, United Kingdom",14:30,15:30,17/07/2024,17/07/2024 14:30,17/07/2024 15:30
521,521,Food Fair #521,Networking Event,"Durham, United Kingdom",21:30,23:15,14/10/2024,14/10/2024 21:30,14/10/2024 23:15
522,522,Networking Evening #522,Movie Screening,"Durham, United Kingdom",15:30,15:30,15/08/2024,15/08/2024 15:30,15/08/2024 15:30
523,523,Shakespeare Play #523,Movie Screening,"Durham, United Kingdom",13:30,14:30,21/07/2024,21/07/2024 13:30,21/07/2024 14:30
524,524,Tech Conference #524,Workshop,"Durham, United Kingdom",16:00,16:00,30/08/2024,30/08/2024 16:00,30/08/2024 16:00
525,525,Charity Run #525,Networking Event,"Durham, United Kingdom",12:30,16:30,07/07/2024,07/07/2024 12:30,07/07/2024 16:30
526,526,Networking Evening #526,Play,"Durham, United Kingdom",11:45,12:30,17/07/2024,17/07/2024 11:45,17/07/2024 12:30
527,527,Science Seminar #527,Fair,"Durham, United Kingdom",15:15,17:15,08/06/2024,08/06/2024 15:15,08/06/2024 17:15
528,528,Networking Evening #528,Exhibition,"Durham, United Kingdom",15:00,15:45,18/09/2024,18/09/2024 15:00,18/09/2024 15:45
529,529,Music Festival #529,Workshop,"Durham, United Kingdom",23:45,23:45,22/06/2024,22/06/2024 23:45,22/06/2024 23:45
530,530,Shakespeare Play #530,Sports Event,"Durham, United Kingdom",18:45,20:15,03/12/2024,03/12/2024 18:45,03/12/2024 20:15
531,531,Charity Run #531,Ball,"Durham, United Kingdom",13:15,13:15,05/07/2024,05/07/2024 13:15,05/07/2024 13:15
532,532,Shakespeare Play #532,Networking Event,"Durham, United Kingdom",20:45,21:00,25/08/2024,25/08/2024 20:45,25/08/2024 21:00
533,533,Startup Workshop #533,Lecture,"Durham, United Kingdom",23:45,23:59,29/07/2024,29/07/2024 23:45,29/07/2024 23:59
534,534,Sports Day #534,Fair,"Durham, United Kingdom",16:15,17:45,10/07/2024,10/07/2024 16:15,10/07/2024 17:45
535,535,Tech Conference #535,Networking Event,"Durham, United Kingdom",13:00,13:15,10/10/2024,10/10/2024 13:00,10/10/2024 13:15
536,536,Science Seminar #536,Workshop,"Durham, United Kingdom",19:45,20:00,08/10/2024,08/10/2024 19:45,08/10/2024 20:00
537,537,Science Seminar #537,Sports Event,"Durham, United Kingdom",16:30,17:00,14/07/2024,14/07/2024 16:30,14/07/2024 17:00
538,538,Charity Run #538,Workshop,"Durham, United Kingdom",19:00,19:30,06/07/2024,06/07/2024 19:00,06/07/2024 19:30
539,539,Tech Conference #539,Fair,"Durham, United Kingdom",23:15,23:59,05/10/2024,05/10/2024 23:15,05/10/2024 23:59
540,540,Cultural Festival #540,Conference,"Durham, United Kingdom",16:30,17:00,25/07/2024,25/07/2024 16:30,25/07/2024 17:00
541,541,Music Festival #541,Exhibition,"Durham, United Kingdom",20:00,20:30,13/08/2024,13/08/2024 20:00,13/08/2024 20:30
542,542,Music Festival #542,Party,"Durham, United Kingdom",21:15,22:00,25/06/2024,25/06/2024 21:15,25/06/2024 22:00
543,543,Networking Evening #543,Ball,"Durham, United Kingdom",20:00,20:00,27/10/2024,27/10/2024 20:00,27/10/2024 20:00
544,544,Historical Lecture #544,Workshop,"Durham, United Kingdom",21:45,21:45,13/12/2024,13/12/2024 21:45,13/12/2024 21:45
545,545,Tech Conference #545,Ball,"Durham, United Kingdom",19:45,22:00,27/08/2024,27/08/2024 19:45,27/08/2024 22:00
546,546,Science Seminar #546,Ball,"Durham, United Kingdom",12:15,12:15,17/10/2024,17/10/2024 12:15,17/10/2024 12:15
547,547,Film Night #547,Concert,"Durham, United Kingdom",12:00,12:30,31/10/2024,31/10/2024 12:00,31/10/2024 12:30
548,548,Cultural Festival #548,Seminar,"Durham, United Kingdom",13:30,16:00,17/07/2024,17/07/2024 13:30,17/07/2024 16:00
549,549,Film Night #549,Conference,"Durham, United Kingdom",20:15,23:30,07/08/2024,07/08/2024 20:15,07/08/2024 23:30
550,550,Music Festival #550,Ball,"Durham, United Kingdom",20:30,22:45,08/11/2024,08/11/2024 20:30,08/11/2024 22:45
551,551,Music Festival #551,Networking Event,"Durham, United Kingdom",17:00,17:45,25/09/2024,25/09/2024 17:00,25/09/2024 17:45
552,552,Charity Run #552,Lecture,"Durham, United Kingdom",23:30,23:59,23/10/2024,23/10/2024 23:30,23/10/2024 23:59
553,553,Charity Run #553,Sports Event,"Durham, United Kingdom",13:00,14:30,03/09/2024,03/09/2024 13:00,03/09/2024 14:30
554,554,New Year Party #554,Charity Event,"Durham, United Kingdom",21:30,22:45,07/09/2024,07/09/2024 21:30,07/09/2024 22:45
555,555,Science Seminar #555,Lecture,"Durham, United Kingdom",14:30,15:30,19/07/2024,19/07/2024 14:30,19/07/2024 15:30
556,556,Winter Gala #556,Conference,"Durham, United Kingdom",23:00,23:45,31/08/2024,31/08/2024 23:00,31/08/2024 23:45
557,557,Startup Workshop #557,Exhibition,"Durham, United Kingdom",13:45,13:45,03/10/2024,03/10/2024 13:45,03/10/2024 13:45
558,558,Shakespeare Play #558,Workshop,"Durham, United Kingdom",18:30,19:15,07/07/2024,07/07/2024 18:30,07/07/2024 19:15
559,559,Music Festival #559,Movie Screening,"Durham, United Kingdom",20:00,21:45,25/11/2024,25/11/2024 20:00,25/11/2024 21:45
560,560,Shakespeare Play #560,Ball,"Durham, United Kingdom",21:45,23:30,25/06/2024,25/06/2024 21:45,25/06/2024 23:30
561,561,Sports Day #561,Charity Event,"Durham, United Kingdom",11:00,11:45,06/11/2024,06/11/2024 11:00,06/11/2024 11:45
562,562,Winter Gala #562,Play,"Durham, United Kingdom",22:15,22:30,28/08/2024,28/08/2024 22:15,28/08/2024 22:30
563,563,Cultural Festival #563,Networking Event,"Durham, United Kingdom",14:30,16:15,11/08/2024,11/08/2024 14:30,11/08/2024 16:15
564,564,Music Festival #564,Sports Event,"Durham, United Kingdom",22:00,22:30,24/06/2024,24/06/2024 22:00,24/06/2024 22:30
565,565,Networking Evening #565,Play,"Durham, United Kingdom",18:00,18:00,14/10/2024,14/10/2024 18:00,14/10/2024 18:00
566,566,Film Night #566,Movie Screening,"Durham, United Kingdom",16:00,16:30,10/12/2024,10/12/2024 16:00,10/12/2024 16:30
567,567,Tech Conference #567,Sports Event,"Durham, United Kingdom",14:30,15:00,29/07/2024,29/07/2024 14:30,29/07/2024 15:00
568,568,Shakespeare Play #568,Festival,"Durham, United Kingdom",15:15,15:30,23/09/2024,23/09/2024 15:15,23/09/2024 15:30
569,569,Historical Lecture #569,Conference,"Durham, United Kingdom",13:15,15:00,12/10/2024,12/10/2024 13:15,12/10/2024 15:00
570,570,Tech Conference #570,Charity Event,"Durham, United Kingdom",11:00,11:30,15/09/2024,15/09/2024 11:00,15/09/2024 11:30
571,571,Art Exhibition #571,Ball,"Durham, United Kingdom",14:45,14:45,25/11/2024,25/11/2024 14:45,25/11/2024 14:45
572,572,Art Exhibition #572,Lecture,"Durham, United Kingdom",20:45,21:45,11/12/2024,11/12/2024 20:45,11/12/2024 21:45
573,573,Historical Lecture #573,Conference,"Durham, United Kingdom",16:45,17:45,27/08/2024,27/08/2024 16:45,27/08/2024 17:45
574,574,Charity Run #574,Charity Event,"Durham, United Kingdom",16:30,16:30,10/07/2024,10/07/2024 16:30,10/07/2024 16:30
575,575,Historical Lecture #575,Sports Event,"Durham, United Kingdom",16:00,17:00,09/11/2024,09/11/2024 16:00,09/11/2024 17:00
576,576,Science Seminar #576,Party,"Durham, United Kingdom",15:30,19:00,26/06/2024,26/06/2024 15:30,26/06/2024 19:00
577,577,Science Seminar #577,Conference,"Durham, United Kingdom",18:00,18:00,23/09/2024,23/09/2024 18:00,23/09/2024 18:00
578,578,Sports Day #578,Ball,"Durham, United Kingdom",10:45,14:45,02/11/2024,02/11/2024 10:45,02/11/2024 14:45
579,579,Food Fair #579,Fair,"Durham, United Kingdom",13:30,15:00,27/11/2024,27/11/2024 13:30,27/11/2024 15:00
580,580,Art Exhibition #580,Lecture,"Durham, United Kingdom",20:00,20:30,25/10/2024,25/10/2024 20:00,25/10/2024 20:30
581,581,New Year Party #581,Sports Event,"Durham, United Kingdom",18:45,18:45,11/06/2024,11/06/2024 18:45,11/06/2024 18:45
582,582,Science Seminar #582,Movie Screening,"Durham, United Kingdom",19:30,23:30,17/06/2024,17/06/2024 19:30,17/06/2024 23:30
583,583,Food Fair #583,Seminar,"Durham, United Kingdom",09:45,13:15,14/09/2024,14/09/2024 09:45,14/09/2024 13:15
584,584,Film Night #584,Party,"Durham, United Kingdom",19:00,20:45,17/08/2024,17/08/2024 19:00,17/08/2024 20:45
585,585,Charity Run #585,Lecture,"Durham, United Kingdom",15:45,16:15,25/08/2024,25/08/2024 15:45,25/08/2024 16:15
586,586,Networking Evening #586,Lecture,"Durham, United Kingdom",15:30,16:15,09/12/2024,09/12/2024 15:30,09/12/2024 16:15
587,587,Science Seminar #587,Conference,"Durham, United Kingdom",23:45,23:45,15/07/2024,15/07/2024 23:45,15/07/2024 23:45
588,588,Music Festival #588,Movie Screening,"Durham, United Kingdom",20:45,22:15,04/10/2024,04/10/2024 20:45,04/10/2024 22:15
589,589,Shakespeare Play #589,Sports Event,"Durham, United Kingdom",17:15,17:30,16/10/2024,16/10/2024 17:15,16/10/2024 17:30
590,590,Networking Evening #590,Concert,"Durham, United Kingdom",20:00,20:30,02/12/2024,02/12/2024 20:00,02/12/2024 20:30
591,591,Charity Run #591,Sports Event,"Durham, United Kingdom",19:30,19:30,11/10/2024,11/10/2024 19:30,11/10/2024 19:30
592,592,Historical Lecture #592,Play,"Durham, United Kingdom",15:15,16:00,24/07/2024,24/07/2024 15:15,24/07/2024 16:00
593,593,Sports Day #593,Concert,"Durham, United Kingdom",21:00,21:00,15/08/2024,15/08/2024 21:00,15/08/2024 21:00
594,594,Food Fair #594,Lecture,"Durham, United Kingdom",22:00,23:45,01/07/2024,01/07/2024 22:00,01/07/2024 23:45
595,595,Shakespeare Play #595,Ball,"Durham, United Kingdom",13:30,15:45,23/08/2024,23/08/2024 13:30,23/08/2024 15:45
596,596,Science Seminar #596,Workshop,"Durham, United Kingdom",16:00,16:00,20/07/2024,20/07/2024 16:00,20/07/2024 16:00
597,597,Startup Workshop #597,Seminar,"Durham, United Kingdom",19:15,19:45,03/11/2024,03/11/2024 19:15,03/11/2024 19:45
598,598,Charity Run #598,Conference,"Durham, United Kingdom",19:30,19:45,26/06/2024,26/06/2024 19:30,26/06/2024 19:45
599,599,Art Exhibition #599,Networking Event,"Durham, United Kingdom",20:15,20:15,01/12/2024,01/12/2024 20:15,01/12/2024 20:15
600,600,Historical Lecture #600,Networking Event,"Durham, United Kingdom",08:30,10:15,04/10/2024,04/10/2024 08:30,04/10/2024 10:15
601,601,Science Seminar #601,Conference,"Durham, United Kingdom",16:00,16:45,31/07/2024,31/07/2024 16:00,31/07/2024 16:45
602,602,Art Exhibition #602,Festival,"Durham, United Kingdom",12:45,13:45,06/08/2024,06/08/2024 12:45,06/08/2024 13:45
603,603,Art Exhibition #603,Seminar,"Durham, United Kingdom",10:00,13:00,28/09/2024,28/09/2024 10:00,28/09/2024 13:00
604,604,Startup Workshop #604,Workshop,"Durham, United Kingdom",13:00,15:00,11/08/2024,11/08/2024 13:00,11/08/2024 15:00
605,605,Tech Conference #605,Workshop,"Durham, United Kingdom",18:00,18:30,20/10/2024,20/10/2024 18:00,20/10/2024 18:30
606,606,Shakespeare Play #606,Festival,"Durham, United Kingdom",13:15,13:45,28/08/2024,28/08/2024 13:15,28/08/2024 13:45
607,607,Historical Lecture #607,Fair,"Durham, United Kingdom",20:15,22:45,16/07/2024,16/07/2024 20:15,16/07/2024 22:45
608,608,Charity Run #608,Play,"Durham, United Kingdom",23:00,23:45,13/10/2024,13/10/2024 23:00,13/10/2024 23:45
609,609,Startup Workshop #609,Workshop,"Durham, United Kingdom",15:45,17:00,29/06/2024,29/06/2024 15:45,29/06/2024 17:00
610,610,Charity Run #610,Concert,"Durham, United Kingdom",18:15,19:15,29/08/2024,29/08/2024 18:15,29/08/2024 19:15
611,611,Winter Gala #611,Seminar,"Durham, United Kingdom",22:30,23:45,08/10/2024,08/10/2024 22:30,08/10/2024 23:45
612,612,Sports Day #612,Conference,"Durham, United Kingdom",13:30,14:30,29/07/2024,29/07/2024 13:30,29/07/2024 14:30
613,613,New Year Party #613,Sports Event,"Durham, United Kingdom",12:30,15:30,16/11/2024,16/11/2024 12:30,16/11/2024 15:30
614,614,Shakespeare Play #614,Party,"Durham, United Kingdom",08:00,09:45,09/06/2024,09/06/2024 08:00,09/06/2024 09:45
615,615,Film Night #615,Sports Event,"Durham, United Kingdom",18:30,21:00,08/11/2024,08/11/2024 18:30,08/11/2024 21:00
616,616,Historical Lecture #616,Party,"Durham, United Kingdom",18:45,19:45,11/10/2024,11/10/2024 18:45,11/10/2024 19:45
617,617,Science Seminar #617,Conference,"Durham, United Kingdom",18:00,22:00,05/11/2024,05/11/2024 18:00,05/11/2024 22:00
618,618,Sports Day #618,Seminar,"Durham, United Kingdom",23:15,23:59,15/06/2024,15/06/2024 23:15,15/06/2024 23:59
619,619,Charity Run #619,Sports Event,"Durham, United Kingdom",08:15,08:15,27/07/2024,27/07/2024 08:15,27/07/2024 08:15
620,620,Networking Evening #620,Movie Screening,"Durham, United Kingdom",23:00,23:30,25/07/2024,25/07/2024 23:00,25/07/2024 23:30
621,621,Cultural Festival #621,Concert,"Durham, United Kingdom",20:15,21:15,19/11/2024,19/11/2024 20:15,19/11/2024 21:15
622,622,Cultural Festival #622,Festival,"Durham, United Kingdom",21:00,22:15,03/09/2024,03/09/2024 21:00,03/09/2024 22:15
623,623,Startup Workshop #623,Networking Event,"Durham, United Kingdom",23:45,23:59,07/11/2024,07/11/2024 23:45,07/11/2024 23:59
624,624,Music Festival #624,Party,"Durham, United Kingdom",13:45,13:45,25/07/2024,25/07/2024 13:45,25/07/2024 13:45
625,625,New Year Party #625,Play,"Durham, United Kingdom",13:45,14:15,04/11/2024,04/11/2024 13:45,04/11/2024 14:15
